GlobalId,IfcClass,Name,Tag
055y9VW_9CCQ1HSDb$ztyz,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:629410,629410
37ERv$vjXCjPUDTL4UUcJM,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630460,630460
37ERv$vjXCjPUDTL4UUcIl,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630469,630469
37ERv$vjXCjPUDTL4UUcId,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630477,630477
37ERv$vjXCjPUDTL4UUcIp,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630489,630489
37ERv$vjXCjPUDTL4UUcIB,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630497,630497
37ERv$vjXCjPUDTL4UUcI3,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630505,630505
37ERv$vjXCjPUDTL4UUcIR,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630513,630513
37ERv$vjXCjPUDTL4UUcIJ,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630521,630521
37ERv$vjXCjPUDTL4UUcLh,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630529,630529
37ERv$vjXCjPUDTL4UUcLZ,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630537,630537
37ERv$vjXCjPUDTL4UUcLx,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:630545,630545
3_T5bNv6XAJPJSfD_AzAlU,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631690,631690
3_T5bNv6XAJPJSfD_AzAl7,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631699,631699
3_T5bNv6XAJPJSfD_AzAlF,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631707,631707
3_T5bNv6XAJPJSfD_AzAlt,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631715,631715
3_T5bNv6XAJPJSfD_AzAl$,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631723,631723
3_T5bNv6XAJPJSfD_AzAld,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631731,631731
3_T5bNv6XAJPJSfD_AzAlh,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631743,631743
2XNdKJ1v5Blv3TumHCF6mF,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:631987,631987
3vjAMrGwDEGhjt_XkGxJLU,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:634839,634839
