ElementGlobalId,IfcClass,ElementName,PropertySet,PropertyName,DataType
1nJ$eNo3P3bPkcbJTdXIno,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:586117,Identity Data,Assembly Description,str
3jHr1vyBX8GP4OQyNAvgFG,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614839,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz2O,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635436,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz2m,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635396,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOr2,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614093,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaEP,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:639038,Identity Data,Assembly Description,str
1g9OLuC_bCgfhiDAcxypup,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:587663,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz2v,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635405,Identity Data,Assembly Description,str
1NAlaKy5fFXeFbPxNNJeDb,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603555,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9Jfw,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708762,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9Jeg,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708810,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTqp,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:609372,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9JfS,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708796,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz2N,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635427,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz3p,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635463,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAjn,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631589,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAgh,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631551,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9Jex,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708827,Identity Data,Assembly Description,str
1NAlaKy5fFXeFbPxNNJeDu,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603582,Identity Data,Assembly Description,str
1NAlaKy5fFXeFbPxNNJeDg,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603564,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAj5,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631569,Identity Data,Assembly Description,str
0p0l5UL3z4bARmm2orwz2Y,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635414,Identity Data,Assembly Description,str
1NAlaKy5fFXeFbPxNNJeDp,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603573,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAj8,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631580,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAjZ,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631607,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAjw,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631598,Identity Data,Assembly Description,str
1nnMo_AKzCgPoNKZdxVAD0,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:720019,Identity Data,Manufacturer,str
0J3q8r36T0QQtYHes8eE2l,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:710899,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcHs,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630300,Identity Data,Manufacturer,str
3E$HCkw6f2dvZkvEJvb0FE,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:712077,Identity Data,Manufacturer,str
2eGk8b7S9EYgiKcuDXjVEb,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:593948,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcU5,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630255,Identity Data,Manufacturer,str
2eGk8b7S9EYgiKcuDXjVFr,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:593996,Identity Data,Manufacturer,str
3GwfSEHKz9oQo6IxbdcAsH,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:641138,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcHh,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630273,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcHW,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630282,Identity Data,Manufacturer,str
2qwqb_HL9EKO1kbOFaSgFn,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:577829,Identity Data,Manufacturer,str
17feEoBzz3lPZ8E5f8e9GD,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:710675,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcUI,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630264,Identity Data,Manufacturer,str
270CRfYljClP3lAwmpBQku,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:613255,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcUt,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630237,Identity Data,Manufacturer,str
11fFDzf5T9R8MY5BgdZxYG,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:712372,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5Rr,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:640079,Identity Data,Manufacturer,str
0Uk_0$329EPPWa7jxMy3lJ,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:610225,Identity Data,Manufacturer,str
2eGk8b7S9EYgiKcuDXjVEE,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:593975,Identity Data,Manufacturer,str
3FD25pQh93iwhuv3DUYieu,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:588915,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz3R,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635503,Identity Data,Manufacturer,str
3CSAfi4Zn09exUD_brFZMF,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:619623,Identity Data,Manufacturer,str
1G$vhmQXn2Jvv399dvK$66,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:612023,Identity Data,Manufacturer,str
2eGk8b7S9EYgiKcuDXjVES,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:593957,Identity Data,Manufacturer,str
3qZnpD2c15qvsmjTSS$Ftj,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:590396,Identity Data,Manufacturer,str
3CSAfi4Zn09exUD_brFZM_,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:619606,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeCD,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:603595,Identity Data,Manufacturer,str
1pT7e75LjAgh6lOpeitwoH,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:633592,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz3l,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635483,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcU_,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630228,Identity Data,Manufacturer,str
1pT7e75LjAgh6lOpeitwZs,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:634527,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9Jfg,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708746,Identity Data,Manufacturer,str
3N0jYBzwL4wx$15TeRgFum,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:618922,Identity Data,Manufacturer,str
1xQxjqdub1F9Zkcf7hNalZ,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:587070,Identity Data,Manufacturer,str
37ERv$vjXCjPUDTL4UUcUC,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:630246,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5Oe,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640146,Identity Data,Manufacturer,str
3jHr1vyBX8GP4OQyNAvg1k,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:614921,Identity Data,Manufacturer,str
270CRfYljClP3lAwmpBQkd,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:613272,Identity Data,Manufacturer,str
1i8VmiVhTBJfZn39qjfOrE,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614081,Identity Data,Manufacturer,str
3R7vfnWVP1sAO5n1HY8oDu,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:607185,Identity Data,Manufacturer,str
270CRfYljClP3lAwmpBQkT,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:613282,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5OT,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640167,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5R2,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640120,Identity Data,Manufacturer,str
1GkzlmPcH0QOU$zSigxFG_,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:611156,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJe2K,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603730,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5Rd,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640093,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeCU,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:603608,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5RS,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640102,Identity Data,Manufacturer,str
3qZnpD2c15qvsmjTSS$Fvx,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:590250,Identity Data,Manufacturer,str
0Uk_0$329EPPWa7jxMy3lS,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:610238,Identity Data,Manufacturer,str
3Xrq1Ptmj3PvyFm$JMrt_4,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:608548,Identity Data,Manufacturer,str
1ddORp9pX9lQGia16eqEWa,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:709237,Identity Data,Manufacturer,str
2dvOhhm4X0cB3xrC6gdXMG,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:637969,Identity Data,Manufacturer,str
2eGk8b7S9EYgiKcuDXjVEN,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:593966,Identity Data,Manufacturer,str
3qZnpD2c15qvsmjTSS$FqN,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:590534,Identity Data,Manufacturer,str
15uZAUeUv0ShrxXNlJxaFr,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:639058,Identity Data,Manufacturer,str
35urAQ2xzE28F_hrP6UoZX,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:709457,Identity Data,Manufacturer,str
15uZAUeUv0ShrxXNlJxaFk,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:639049,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz3I,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635494,Identity Data,Manufacturer,str
2Ib0b0DrX7NgPFxrhA8IUT,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:585441,Identity Data,Manufacturer,str
1Bt2bbQ3vCRRncVtkgKp5C,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:581988,Identity Data,Manufacturer,str
3jHr1vyBX8GP4OQyNAvgEc,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614849,Identity Data,Manufacturer,str
2jgIc0Qiv6mgnxn7VATThi,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:609155,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5O3,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640185,Identity Data,Manufacturer,str
3WXsVyiXDCAPWj3vH36e$U,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:589254,Identity Data,Manufacturer,str
3jHr1vyBX8GP4OQyNAvgEG,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:614903,Identity Data,Manufacturer,str
3cBzjqVX552gQYvldt9dKw,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:591074,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz3a,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635472,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5Op,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640137,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5OA,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640176,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz21,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635445,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAjS,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:631560,Identity Data,Manufacturer,str
2JWVbDSvH5NPljwtB7V5OX,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:640155,Identity Data,Manufacturer,str
3N0jYBzwL4wx$15TeRgFuj,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:618935,Identity Data,Manufacturer,str
3P_IgBZvj44wQ797S6G0wp,IfcFlowController,M_VAV Unit - Single Duct:200 mm:200 mm:710110,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9Jf9,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708777,Identity Data,Manufacturer,str
1Bt2bbQ3vCRRncVtkgKp5p,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:581979,Identity Data,Manufacturer,str
1nJ$eNo3P3bPkcbJTdXIno,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:586117,Identity Data,Manufacturer,str
3jHr1vyBX8GP4OQyNAvgFG,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614839,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz2O,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635436,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz2m,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635396,Identity Data,Manufacturer,str
1i8VmiVhTBJfZn39qjfOr2,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:614093,Identity Data,Manufacturer,str
15uZAUeUv0ShrxXNlJxaEP,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:639038,Identity Data,Manufacturer,str
1g9OLuC_bCgfhiDAcxypup,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:587663,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz2v,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635405,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeDb,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603555,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9Jfw,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708762,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9Jeg,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708810,Identity Data,Manufacturer,str
2jgIc0Qiv6mgnxn7VATTqp,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:609372,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9JfS,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708796,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz2N,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635427,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz3p,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635463,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAjn,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631589,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAgh,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631551,Identity Data,Manufacturer,str
3S7CYugLb5EwvHuVha9Jex,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:708827,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeDu,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603582,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeDg,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603564,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAj5,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631569,Identity Data,Manufacturer,str
0p0l5UL3z4bARmm2orwz2Y,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:635414,Identity Data,Manufacturer,str
1NAlaKy5fFXeFbPxNNJeDp,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:603573,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAj8,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631580,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAjZ,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631607,Identity Data,Manufacturer,str
3_T5bNv6XAJPJSfD_AzAjw,IfcFlowController,M_VAV Unit - Single Duct:150 mm:150 mm:631598,Identity Data,Manufacturer,str
0mhQKcy9H4Vxb5L6DWn3qt,IfcFlowFitting,M_Transition - Generic:Standard:Standard:746031,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3bP,IfcFlowFitting,M_Tee - Generic:Standard:Standard:747073,Identity Data,Assembly Code,str
1qCHgHJoHFQPmejNF2VT1B,IfcFlowFitting,M_Tee - Generic:Standard:Standard:745679,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3iY,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746554,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3bG,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:747080,Identity Data,Assembly Code,str
1qCHgHJoHFQPmejNF2VT16,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:745666,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3ij,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746549,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3bT,IfcFlowFitting,M_Transition - Generic:Standard:Standard:747077,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3om,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746408,Identity Data,Assembly Code,str
2UeQDOr5H2GveaT_zhQ_xY,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:713832,Identity Data,Assembly Code,str
2UeQDOr5H2GveaT_zhQ_aD,IfcFlowFitting,magicirc_multi_shape_trans_001:magicirc_multi_shape_trans_001:magicirc_multi_shape_trans_001:713607,Identity Data,Assembly Code,str
2UeQDOr5H2GveaT_zhQ_fq,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:712958,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3m_,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746278,Identity Data,Assembly Code,str
3E$HCkw6f2dvZkvEJvb01R,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:712216,Identity Data,Assembly Code,str
0J3q8r36T0QQtYHes8eEHK,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:711688,Identity Data,Assembly Code,str
3P_IgBZvj44wQ797S6G0mL,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:710520,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3bU,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:747078,Identity Data,Assembly Code,str
11fFDzf5T9R8MY5BgdZxa6,IfcFlowFitting,magicirc_reduction_001:magicirc_reduction_001:magicirc_reduction_001:712482,Identity Data,Assembly Code,str
17feEoBzz3lPZ8E5f8e9JJ,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:710861,Identity Data,Assembly Code,str
1qCHgHJoHFQPmejNF2VT1N,IfcFlowFitting,M_Transition - Generic:Standard:Standard:745683,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3tf,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746225,Identity Data,Assembly Code,str
0J3q8r36T0QQtYHes8eECM,IfcFlowFitting,magicirc_reduction_001:magicirc_reduction_001:magicirc_reduction_001:711498,Identity Data,Assembly Code,str
11fFDzf5T9R8MY5BgdZxbR,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:712575,Identity Data,Assembly Code,str
2eGk8b7S9EYgiKcuDXjV5S,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:594661,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3lX,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746745,Identity Data,Assembly Code,str
1qCHgHJoHFQPmejNF2VT7j,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:745833,Identity Data,Assembly Code,str
3PsgCtzZ18uBzRwpV9IJOe,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:727000,Identity Data,Assembly Code,str
1nnMo_AKzCgPoNKZdxVA8i,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:720383,Identity Data,Assembly Code,str
2vONWFe3D43xMeo7RqvnC4,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:709089,Identity Data,Assembly Code,str
0qWBJGWWnEafrxFae40chY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:594858,Identity Data,Assembly Code,str
1gW$dr5u590gCcZGG3AF4K,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:729161,Identity Data,Assembly Code,str
0qWBJGWWnEafrxFae40ceT,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:594773,Identity Data,Assembly Code,str
1gW$dr5u590gCcZGG3AF5z,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:729120,Identity Data,Assembly Code,str
1qCHgHJoHFQPmejNF2VT5e,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:745964,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3rS,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746052,Identity Data,Assembly Code,str
05i9lTwsj4PAorrUMbjpcy,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:715552,Identity Data,Assembly Code,str
1i8VmiVhTBJfZn39qjfOx7,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:613704,Identity Data,Assembly Code,str
327Nxi0Ef7nOVNqV7vBRtI,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:620836,Identity Data,Assembly Code,str
1GkzlmPcH0QOU$zSigxFH_,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:611092,Identity Data,Assembly Code,str
11fFDzf5T9R8MY5BgdZxbP,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:712573,Identity Data,Assembly Code,str
0rcx3NRlHCjxDJbhLB_pml,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:623541,Identity Data,Assembly Code,str
3S7CYugLb5EwvHuVha9JeY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:708802,Identity Data,Assembly Code,str
0Uk_0$329EPPWa7jxMy2K0,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:610658,Identity Data,Assembly Code,str
1ddORp9pX9lQGia16eqEWc,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:709239,Identity Data,Assembly Code,str
3FD25pQh93iwhuv3DUYilj,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:589222,Identity Data,Assembly Code,str
2UeQDOr5H2GveaT_zhQ_wl,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:713765,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3kR,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:746627,Identity Data,Assembly Code,str
3qZnpD2c15qvsmjTSS$Fuz,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:590316,Identity Data,Assembly Code,str
0J3q8r36T0QQtYHes8eEFG,IfcFlowFitting,magicirc_reduction_001:magicirc_reduction_001:magicirc_reduction_001:711564,Identity Data,Assembly Code,str
0xRvsonrf2sAjqECooHOS0,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:714930,Identity Data,Assembly Code,str
0mhQKcy9H4Vxb5L6DWn3bm,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:747112,Identity Data,Assembly Code,str
3P_IgBZvj44wQ797S6G0nE,IfcFlowFitting,magicirc_reduction_001:magicirc_reduction_001:magicirc_reduction_001:710435,Identity Data,Assembly Code,str
